label,text
Emitere factura pe baza unei facturi proforme,Cum trec automat datele din proforma in factura?
Emitere factura pe baza unei facturi proforme,Vreau sa facturez mai multe proforme.
Emitere factura pe baza unei facturi proforme,Din ce meniu pot sa facturez proformele?
Emitere factura pe baza unei facturi proforme,Unde gasesc optiunea de facturare proforme?
Emitere factura pe baza unei facturi proforme,Pot emite o factura pe baza unei proforme?
Emitere factura pe baza unei facturi proforme,Cum facturez o proforma?
Emitere factura pe baza unei facturi proforme,emitere factura din proforma
Emitere factura pe baza unei facturi proforme,cum emit factura din proforma
Emitere factura pe baza unei facturi proforme,emit factura in baza unei proforme
Emitere factura pe baza unei facturi proforme,facturare proforma
Emitere factura pe baza unei facturi proforme,Pot factura o proforma?
Emitere factura pe baza unei incasari,Cum emit factura pe baza incasarii?
Emitere factura pe baza unei incasari,Am emis deja incasare si trebuie sa generez si factura.
Emitere factura pe baza unei incasari,Pot genera factura pe baza incasarilor?
Emitere factura pe baza unei incasari,Am deja incasare si trebuie sa emit si factura.
Emitere factura pe baza unei incasari,la incasare pot sa emit factura
Emitere factura pe baza unei incasari,emitere factura pe baza incasarii
Emitere factura pe baza unei incasari,dupa incasare trebuie sa emit factura
Emitere factura pe baza unei incasari,am inregistrat o incasare si vreau sa emit factura
Emitere factura pe baza unei incasari,cum emit o factura pentru o incasare pe care am inregistrat-o mai demult
Emitere factura pe baza unei incasari,pot emite o factura dupa de am inregistrat o incasare
Emitere factura pe baza unei incasari,am de facturat o incasare
Emitere factura pe baza unei incasari,dupa ce inregistrez o incasare trebuie sa emit factura
Emitere factura pe baza unei incasari,cum facturez o incasare
Emitere factura pe baza unui aviz,Cum emit o factura pe baza avizului?
Emitere factura pe baza unui aviz,Pot genera factura pe baza de aviz?
Emitere factura pe baza unui aviz,Cum trec automat datele din aviz in factura?
Emitere factura pe baza unui aviz,Vreau sa facturez mai multe avize.
Emitere factura pe baza unui aviz,Din ce meniu pot sa facturez avizele?
Emitere factura pe baza unui aviz,Unde gasesc optiunea de facturare avize?
Emitere factura pe baza unui aviz,cum facturez un aviz
Emitere factura pe baza unui aviz,cum facturez avizul
Emitere factura proforma,cum emit o proforma?
Emitere factura proforma,ce trebuie sa fac ca sa emit o proforma
Emitere factura proforma,de unde emit factura proforma
Emitere factura proforma,vreau sa emit o factura proforma
Emitere factura proforma,emitere factura proforma din program
Emitere fisa client,se poate va rog sa imi spuneti cum pot emite o fisa client
Emitere fisa client,unde pot vedea un istoric de plati pentru fiecare client in parte
Emitere fisa client,Pot genera fisa de partener?
Emitere fisa client,cum scot o fisa de client din smart bill?
Emitere fisa client,Cum obtin o fisa client?
Emitere fisa de magazie,Imi cere contabilul fisa de magazie.
Emitere fisa de magazie,De unde pot exporta o fisa de magazie?
Emitere fisa de magazie,In ce meniu gasesc fisa de magazie?
Emitere fisa de magazie,Programul include si fisa de magazie?
Emitere fisa de magazie,De unde extrag o fisa de magazie.
Emitere fisa de magazie,Imi cere contabila o fisa de magazie.
Emitere fisa de magazie,Aveti in program fisa de magazie?
Emitere fisa de magazie,Cum scot o fisa de magazie?
Emitere fisa de magazie,Fisa de magazie
Emitere raport Z din SmartBill,Cum scot raportul Z din smartbill?
Emitere raport Z din SmartBill,cum putem scoate raport z?
Emitere raport Z din SmartBill,Raportul Z
Emitere raport Z din SmartBill,Emit raport Z
Emitere receptie (NIR) cu data anterioara,Cum emit un NIR cu data anterioara?
Emitere receptie (NIR) cu data anterioara,Cum generez un NIR cu data din trecut?
Emitere receptie (NIR) cu data anterioara,modificare data pe NIR
Emitere receptie (NIR) cu data anterioara,inregistrare NIR cu alta data
Emitere receptie (NIR) cu data anterioara,receptie cu data din trecut
Emitere receptie (NIR) cu data anterioara,de unde schimb data intrarii in stoc pe nir
Emitere receptie (NIR) cu data anterioara,unde trec data intrarii in gestiune pe receptie
Emitere receptie (NIR) cu data anterioara,Cum procedez daca este o diferenta de cateva zile intre data facturii furnizor si data in care au ajuns produsele la mine?
Emitere receptie (NIR) cu produse noi,"Este nevoie sa inregistrez produsele in nomenclator, inainte de a emite receptii?"
Emitere receptie (NIR) cu produse noi,Pe nir pot sa adaug produsele din nomenclator?
Emitere receptie (NIR) cu produse noi,pe NIR pot adauga produse noi care nu sunt in program
Emitere receptie (NIR) cu produse noi,inregistrare produse pe NIR
Emitere receptie (NIR) cu produse noi,inregistrare NIR cu produse din nomeclator
Emitere receptie (NIR) cu produse noi,adauga pe NIR produse din nomenclator si produse noi
Emitere receptie (NIR) cu produse noi,pot emite receptii fara sa inregistrez produsele in nomeclator
Emitere receptie (NIR) cu produse noi,Emitere receptie (NIR) cu produse noi
Emitere receptie (NIR) in valuta,Pot sa emit receptie in valuta?
Emitere receptie (NIR) in valuta,Pot sa emit receptie in euro?
Emitere receptie (NIR) in valuta,Am primit de la furnizor o factura in valuta. Cum o inregistrez?
Emitere receptie (NIR) in valuta,un nir in valuta cum fac
Emitere receptie (NIR) in valuta,cum inregistrez o factura in valuta?
Emitere receptie (NIR) in valuta,Cum fac nir in eur<br>
Emitere receptie (NIR) in valuta,receptie in EUR
Emitere receptie (NIR) in valuta,NIR in euro
Emitere receptie (NIR) in valuta,Receptie in valuta
Emitere receptie (NIR) in valuta,Cum emit NIR in valuta?
Emitere receptie (NIR) in valuta,Cum emit receptie in USD?
Emitere receptie (NIR) in valuta,Cum emit nir in euro
Emitere receptie (NIR) in valuta,Cum emit nir in eur
Emitere Receptie de la Furnizor (NIR),Cum emit NIR?
Emitere Receptie de la Furnizor (NIR),Cum inregistrez o receptie?
Emitere Receptie de la Furnizor (NIR),Cum inregistrez o receptie de la furnizor?
Emitere Receptie de la Furnizor (NIR),Cum fac receptie?
Emitere Receptie de la Furnizor (NIR),Vreau sa emit o receptie
Emitere Receptie de la Furnizor (NIR),Cum emit o receptie NIR
Emitere Receptie de la Furnizor (NIR),vreau sa emit receptie NIR
Emitere Receptie de la Furnizor (NIR),cum inregistrez factura de marfa
Emitere Receptie de la Furnizor (NIR),cum inregistrez o factura de marfa
Emitere Receptie de la Furnizor (NIR),Cum inregistrez un NIR
Emitere Receptie de la Furnizor (NIR),Cum emit o receptie NIR
Emitere Receptie de la Furnizor (NIR),emite un NIR
Emitere Receptie de la Furnizor (NIR),pot emite un NIR 
Emitere Receptie de la Furnizor (NIR),cum activez nir la factura
Emitere Receptie de la Furnizor (NIR),cum activez nir
Emitere voucher online,cum emit un voucher on line
Emitere voucher online,ce trebuie sa fac ca sa pot emite vouchere online
Emitere voucher online,cum stabilesc unde vand vouchere
Emitere voucher online,de unde iau link-ul ca sa vand vouchere
Emitere voucher online,am nevoie de site-ul pe care sa vand vouchere
Emitere voucher online,De unde emit vouchere?
Emitere voucher online,Cum emit vouchere online?
Emitere voucher online,Pot sa emit vouchere manuale?
Emitere voucher online,Din ce meniu emit voucher online?
Emitere voucher online,Programul emite vouchere?
Emitere voucher online,pot emite vouchere manual?
Emitere voucher online,din ce loc pot emite vouchere in program
Emitere voucher online,Pot emite mai multe vouchere odata?
Emitere voucher online,Exista posibilitatea de a emite mai multe vouchere odata ?
Emitere voucher online,Cum emit mai multe vouchere in acelasi timp?
Emitere voucher online,cum emit mai multe vouchere odata?
Emitere voucher online,Pot emite vouchere mai multe in acelasi timp?
Emitere voucher online,emitere vouchere bulk
Emitere voucher online,emitere mai multe vouchere odata
Emitere voucher online,ce vouchere pot emite
Emitere voucher online,pot emite vouchere
Emitere voucher online,ce pot emit tichete valorice care sa fie folosite ulterior
Emitere voucher online,cum pot emite tichete valorice ce pot fi folosite mai tarziu
Emitere voucher online,ce tip de voucher pot emite
Emitere voucher online,emitere voucher manual sau online
Emiterea automata a facturii la plata cu cardul a proformei,"Se emite automat factura, la plata cu cardul din proforma?"
Emiterea automata a facturii la plata cu cardul a proformei,Ce se intampla cand se plateste proforma cu cardul?
Emiterea automata a facturii la plata cu cardul a proformei,"Unde vad ca s-a emis factura pe baza proformei, la plata cu cardul?"
Emiterea automata a facturii la plata cu cardul a proformei,emitere factura automata la plata cu cardul
Emiterea automata a facturii la plata cu cardul a proformei,Emiterea automata a facturii la plata cu cardul a proformei
Eroare 400: Seria nu a fost gasita! ,Primesc eroare 400: Seria nu a fost gasita! Folositi o serie creata in contul de cloud
Eroare 400: Seria nu a fost gasita! ,Am eroarea: Seria nu a fost gasita
Eroare 400: Seria nu a fost gasita! ,Incerc sa emit o factura si imi apare eroare 400: Seria nu a fost gasita!
Eroare 400: Seria nu a fost gasita! ,Vreau sa emit o factura dar imi spune ca seria nu a fost gasita.
Eroare 400: Seria nu a fost gasita! ,Primesc eroare 400: Seria nu a fost gasita!
Eroare 400: Seria nu a fost gasita! ,eroare 400: Seria nu a fost gasita!
Eroare 400: Seria nu a fost gasita! ,Eroare 400: Seria nu a fost gasita!
Eroare bon,Am eroare bon.txt
Eroare bon,Ce fac daca am eroare bon.txt
Eroare bon,Eroare pe casa de marcat
Eroare bon,eroare bon
Eroare Datecs - Bon deschis,Eroare bon deschis
Eroare Datecs - Bon deschis,Ce fac daca imi zice ca e un bon deschis
Eroare Datecs - Bon deschis,Casa de marcat nu scote bon si apare un mesaj ca ar fi bon deschis.
Eroare Datecs - cabluri neconectate,Imi cere sa verific cablurile pentru a conecta casa de marcat
Eroare Datecs - cabluri neconectate,eroare cabluri conectate corespunzator
Eroare Datecs - cabluri neconectate,Nu se conecteaza casa datecs din cauza cablurilor
Eroare Datecs - cabluri neconectate,Primesc eroare de cabluri neconectate corespunzator la Datecs
Eroare Datecs - casa inchisa,"Casa de marcat e deschisa, dar imi apare mesaj ca este inchisa"
Eroare Datecs - casa inchisa,De ce apare eroare de casa de marcat inchisa?
Eroare Datecs - casa inchisa,Ce trebuie facut cand apare eroare casa inchisa?
Eroare Datecs - casa inchisa,De ce imi zice despre casa de marcat ca este inchisa?
Eroare Datecs - eroare cota de TVA,Ce inseamna eroare cota TVA la tiparire bon fiscal?
Eroare Datecs - eroare cota de TVA,Cum rezolv eroare cota TVA
Eroare Datecs - eroare cota de TVA,Apare mesaj cu eroare cota tva
Eroare Datecs - ID-uri TVA neconfigurate,Ce inseamna id-uri de tva neconfigurate?
Eroare Datecs - ID-uri TVA neconfigurate,Apare eroare ID-uri TVA neconfiburate cand emit bon.
Eroare Datecs - ID-uri TVA neconfigurate,Unde configurez ID-uri tva?
Eroare Datecs - ID-uri TVA neconfigurate,Casa Datecs imi da eroare cu id-uri TVA.
Eroare Datecs - Modalitati de incasare,Am emis bon pe numerar si s-a tiparit cu card
Eroare Datecs - Modalitati de incasare,Emit bon cu card si iese  pe numerar
Eroare Datecs - Modalitati de incasare,Bonul nu iese corect ca incasare
Eroare Datecs - Modalitati de incasare,Casa Datecs scoate bonuri incasate cu numerar desi am scos pe card
Eroare Datecs - Plata e initiata,Ce inseamna ca plata e initiata?
Eroare Datecs - Plata e initiata,Casa de marcat nu a scos bon si spune ca plata e initiata
Eroare Datecs - Plata e initiata,De ce apare eroare de inregistrare si nu se scoate bon?
Eroare Datecs - Tiparire bon anulat,De ce s-a emis bon anulat?
Eroare Datecs - Tiparire bon anulat,Am scos un bon si el a iesit anulat.
Eroare Datecs - Tiparire bon anulat,Casa Datesc mi-a emis un bon anulat.
Eroare Datecs - Tiparire bon anulat,"Nu am anulat bonul, dar el a iesit ca anulat"
Eroare Datecs - TVA interzis.,Primesc eroare TVA interzis la Datecs
Eroare Datecs - TVA interzis.,Apare eroare TVA interzis la casa de marcat
Eroare Datecs - TVA interzis.,Nu iese bon pentru ca apare TVA interzis
Eroare Datecs - TVA interzis.,Cum rezolv eroarea TVA interzis
Eroare emitere factura,nu se poate genera factura
Eroare emitere factura Emag Marketplace,Nu pot sa emit factura din emag
Eroare emitere factura Emag Marketplace,Nu merge sa emit factura din emag
Eroare emitere factura Emag Marketplace,Vreau sa facturez comenzile din emag si nu reusesc
Eroare emitere factura Emag Marketplace,Vreau sa facturez o comanda emag si nu ma lasa.
Eroare emitere factura Emag Marketplace,Eroare emitere factura Emag Marketplace
Eroare server e-mail,"Serverul de e-mail nu mai functioneaza, am verificat datele de conectare, dar afiseaza eroare"
Eroare server e-mail,Cum pot trimite e-mailuri din program cu factura atasata?
Eroare server e-mail,"Am setat server de mail si primesc eroare cand incerc sa trimit e-mail, ce pot face?"
Eroare server e-mail,"Vreau sa trimit o factura pe e-mail, dar nu ma lasa, primesc un mesaj de eroare"
Eroare server e-mail,De ce nu mai pot trimite facturile pe mail din program?
Eroare server e-mail,Eroare server e-mail
Evitarea dublarii incasarilor preluate din extras si borderou curier,Cum se inregistreaza extras de cont vs borderou de la curier. La validare se dubleaza incasarea. 
Evitarea dublarii incasarilor preluate din extras si borderou curier,"Cum import atat extrasul de cont cat si borderoul de incasari, fara sa dublez incasarile?"
Evitarea dublarii incasarilor preluate din extras si borderou curier,"Cand import extrasul de cont, se dubleaza incasarile pentru ca le am deja salvate din borderou."
Evitarea dublarii incasarilor preluate din extras si borderou curier,"La importul extrasului se preiau si incasarile pe care le am de la curier, si nu inteleg cum sa le import in program."
